Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2008-02-20,122.2,124.6,121.68,123.82,34551400.0,0.0,1.0,15.525114065598475,15.830026289472748,15.459049750425716,15.730929816713608,241859800.0
2008-02-21,126.05,126.47,120.86,121.54,33504100.0,0.0,1.0,16.01424409139679,16.06760373057479,15.354871407268671,15.44126320403305,234528700.0
2008-02-22,122.48,122.51,115.87,119.46,54638500.0,0.0,1.0,15.560687158383807,15.564498561182235,14.720908075130076,15.17700594334201,382469500.0
2008-02-25,118.59,120.17,116.664,119.74,44884800.0,0.0,1.0,15.066475262187588,15.267209142904818,14.821783202528481,15.212579036127343,314193600.0
2008-02-26,117.64,121.09,115.44,119.15,53746000.0,0.0,1.0,14.945780840237353,15.384092162056623,14.6662779683526,15.137621447758251,376222000.0
2008-02-27,118.23,123.05,118.09,122.96,52683500.0,0.0,1.0,15.020738428606446,15.633103811553946,15.00295188221378,15.62166960315866,368784500.0
2008-02-28,127.2,132.2,125.77,129.91,57794800.0,0.0,1.0,16.160347865336547,16.795581665074618,15.978670998611458,16.50464458479458,404563600.0
2008-02-29,129.75,130.21,124.8,125.02,44838600.0,0.0,1.0,16.48431710320296,16.542758612778865,15.855435641462272,15.883385928650746,313870200.0
2008-03-03,124.44,125.98,118.0,121.73,56894400.0,0.0,1.0,15.80969880788113,16.00535081820046,14.991517673818494,15.465402088423096,398260800.0
2008-03-04,121.99,124.88,120.4,124.62,63763700.0,0.0,1.0,15.498434246009476,15.86559938225808,15.29642989769277,15.832567224671703,446345900.0
2008-03-05,123.58,125.14,122.25,124.4899,43637000.0,0.0,1.0,15.700438594326181,15.89863153984446,15.531466403595855,15.816038441202517,305459000.0
2008-03-06,124.4899,127.5,120.81,120.93,52632100.0,0.0,1.0,15.816038441202517,16.19846189332083,15.34851906927129,15.363764680465005,368424700.0
2008-03-07,120.41,122.9799,119.05,122.25,43945100.0,0.0,1.0,15.297700365292245,15.624197833681619,15.12491677176349,15.531466403595855,307615700.0
2008-03-10,121.98,123.46,119.37,119.69,35699600.0,0.0,1.0,15.49716377841,15.685192983132469,15.165571734946726,15.206226698129962,249897200.0
2008-03-11,124.1,127.48,122.0,127.3501,41569400.0,0.0,1.0,15.766502909498941,16.195920958121878,15.499704713608951,16.179417584004682,290985800.0
2008-03-12,127.04,128.68,125.17,126.03,37843900.0,0.0,1.0,16.14002038374493,16.348377070059016,15.902442942642889,16.01170315619784,264907300.0
2008-03-13,124.1,129.5,123.0,127.94,45075100.0,0.0,1.0,15.766502909498941,16.45255541321606,15.626751473556565,16.25436246769778,315525700.0
2008-03-14,129.88,130.3,124.2,126.61,41308600.0,0.0,1.0,16.500833181996153,16.55419282117415,15.779207585493703,16.085390276967452,289160200.0
2008-03-17,122.55,128.59,122.55,126.73,38307100.0,0.0,1.0,15.569580431580139,16.33694286166373,15.569580431580139,16.100635888161168,268149700.0
2008-03-18,129.18,133.0015,128.67,132.82,43040000.0,0.0,1.0,16.411900450032824,16.89740964317263,16.347106602459537,16.87435065624214,301280000.0
2008-03-19,133.12,134.29,129.67,129.67,36090600.0,0.0,1.0,16.912464684226425,17.061109393365133,16.47415336240715,16.47415336240715,252634200.0
2008-03-20,131.12,133.2915,129.18,133.27,32456700.0,0.0,1.0,16.658371164331196,16.93425320355744,16.411900450032824,16.931521698218567,227196900.0
2008-03-24,134.01,140.85,133.64,139.53,38104300.0,0.0,1.0,17.025536300579798,17.894536138621483,16.97852899939918,17.726834415490632,266730100.0
2008-03-25,139.96,143.1,137.33,140.98,37585400.0,0.0,1.0,17.781464522268106,18.180391348503615,17.44733154360588,17.91105221741467,263097800.0
2008-03-26,140.87,145.74,140.64,145.06,42217300.0,0.0,1.0,17.897077073820434,18.515794794765316,17.86785631903248,18.42940299800094,295521100.0
2008-03-27,144.95,145.31,139.99,140.25,35708200.0,0.0,1.0,18.4154278544067,18.461164687987843,17.785275925066536,17.818308082652912,249957400.0
2008-03-28,141.8,144.65,141.6,143.01,25521800.0,0.0,1.0,18.015230560571716,18.377313826422416,17.989821208582192,18.16895714010833,178652600.0
2008-03-31,143.27,145.71,142.52,143.5,27430900.0,0.0,1.0,18.20198929769471,18.51198339196689,18.106704227734,18.23121005248266,192016300.0
2008-04-01,146.3,149.66,143.61,149.5301,36877400.0,0.0,1.0,18.58694098033598,19.013818093759966,18.2451851960769,18.99731471964277,258141800.0
2008-04-02,148.78,151.2,145.85,147.49,37320300.0,0.0,1.0,18.902016945006064,19.20947010407929,18.529769938359554,18.738126624673644,261242100.0
2008-04-03,147.06,153.63,147.0,151.61,37556000.0,0.0,1.0,18.683496517896167,19.518193730751992,18.67587371229931,19.261559275657813,262892000.0
2008-04-04,152.19,154.715,150.75,153.08,30514900.0,0.0,1.0,19.33524639642743,19.656039465295155,19.152299062102863,19.448318012780806,213604300.0
2008-04-07,156.13,159.69,155.11,155.89,41368800.0,0.0,1.0,19.83581063062103,20.288097096034537,19.706222935474464,19.8053194082336,289581600.0
2008-04-08,153.55,156.45,152.32,152.84,36224800.0,0.0,1.0,19.508029989956185,19.876465593804266,19.351762475220617,19.417826790393377,253573600.0
2008-04-09,153.31,153.89,150.46,151.44,31192800.0,0.0,1.0,19.477538767568756,19.551225888338372,19.115455501718056,19.23996132646672,218349600.0
2008-04-10,151.13,155.42,150.6,154.55,34134400.0,0.0,1.0,19.20057683088296,19.74560743105822,19.13324204811072,19.6350767499038,238940800.0
2008-04-11,152.72,153.3,146.4,147.14,43217000.0,0.0,1.0,19.402581179199665,19.47626829996928,18.599645656330743,18.693660258691974,302519000.0
2008-04-14,146.77,149.25,144.54,147.78,30181700.0,0.0,1.0,18.64665295751136,18.961728922181443,18.36333868282818,18.77497018505845,211271900.0
2008-04-15,149.4,149.72,145.72,148.38,24929900.0,0.0,1.0,18.980785936173586,19.021440899356822,18.513253859566365,18.851198241027017,174509300.0
2008-04-16,151.76,154.1,150.62,153.7,28420500.0,0.0,1.0,19.280616289649952,19.57790570792737,19.135782983309674,19.527087003948324,198943500.0
2008-04-17,154.18,156.0,153.35,154.49,25152400.0,0.0,1.0,19.588069448723182,19.81929455182784,19.48262063796666,19.627453944306943,176066800.0
2008-04-18,159.04,162.26,158.38,161.04,36670200.0,0.0,1.0,20.205516702068586,20.614607269099903,20.121665840503162,20.459610221963814,256691400.0
2008-04-21,162.35,168.5,161.76,168.16,37112600.0,0.0,1.0,20.62604147749519,21.40737905117302,20.551083889126097,21.36418315279083,259788200.0
2008-04-22,167.41,168.0,158.09,160.2,51413300.0,0.0,1.0,21.26889808283012,21.34385567119921,20.084822280118352,20.352890943607818,359893100.0
2008-04-23,164.05,164.84,161.08,162.89,53721100.0,0.0,1.0,20.842020969406136,20.94238790976475,20.464692092361723,20.6946467278669,376047700.0
2008-04-24,165.31,169.98,159.194,168.94,60573800.0,0.0,1.0,21.00209988694013,21.59540825589549,20.22508190310052,21.46327962554997,424016600.0
2008-04-25,170.6,171.1,166.42,169.73,35445500.0,0.0,1.0,21.67417724706301,21.737700627036816,21.14312179048198,21.563646565908584,248118500.0
2008-04-28,169.74,173.75,169.13,172.24,28114800.0,0.0,1.0,21.564917033508063,22.074374540897995,21.487418509940017,21.882533933377097,196803600.0
2008-04-29,171.11,175.66,170.25,175.05,32981300.0,0.0,1.0,21.738971094636295,22.317033852397937,21.629710881081344,22.239535328829895,230869100.0
2008-04-30,176.26,180.0,172.92,173.95,40697300.0,0.0,1.0,22.393261908366505,22.868416790570585,21.96892573014147,22.099783892887515,284881100.0
2008-05-01,175.01,180.0,174.86,180.0,32270600.0,0.0,1.0,22.234453458431986,22.868416790570585,22.215396444439847,22.868416790570585,225894200.0
2008-05-02,180.31,181.92,178.55,180.94,35931500.0,0.0,1.0,22.907801286154346,23.112346569670002,22.684198988646546,22.987840744921343,251520500.0
2008-05-05,181.81,185.31,181.05,184.73,30519900.0,0.0,1.0,23.098371426075765,23.543035085892416,23.00181588851558,23.4693479651228,213639300.0
2008-05-06,184.56,187.12,182.18,186.66,32816800.0,0.0,1.0,23.447750015931707,23.7729897213976,23.145378727256386,23.714548211821697,229717600.0
2008-05-07,186.13,188.2,180.54,182.59,41326200.0,0.0,1.0,23.647213429049458,23.91020022214102,22.937022040942296,23.197467898834905,289283400.0
2008-05-08,183.75,186.5,183.07,185.06,32110200.0,0.0,1.0,23.344842140374137,23.69422073023008,23.25845034360976,23.511273395905512,224771400.0
2008-05-09,183.18,184.25,181.37,183.45,24038300.0,0.0,1.0,23.272425487204,23.408365520347946,23.042470851698816,23.30672811238985,168268100.0
2008-05-12,185.12,188.87,182.85,188.16,29234400.0,0.0,1.0,23.518896201502372,23.995321551305924,23.230500056421285,23.905118351743116,204640800.0
2008-05-13,188.6,191.45,187.86,189.96,29401300.0,0.0,1.0,23.96101892612007,24.32310219197077,23.867004323758835,24.133802519648825,205809100.0
2008-05-14,191.29,192.24,185.57,186.26,32743700.0,0.0,1.0,24.30277471037915,24.423469132329384,23.576067243478796,23.66372950784265,229205900.0
2008-05-15,186.78,189.9,184.2,189.73,31186000.0,0.0,1.0,23.72979382301541,24.12617971405197,23.40201318235056,24.10458176486087,218302000.0
2008-05-16,190.3,190.3,187.0,187.6201,27348900.0,0.0,1.0,24.176998418031015,24.176998418031015,23.757744110203884,23.8365258060474,191442300.0
2008-05-19,187.9,188.69,181.3,183.6,33779300.0,0.0,1.0,23.87208619415674,23.97245313451535,23.033577578502484,23.325785126381994,236455100.0
2008-05-20,181.83,186.16,180.12,185.9,34637500.0,0.0,1.0,23.10091236127472,23.651024831847888,22.883662401764298,23.617992674261508,242462500.0
2008-05-21,185.61,188.0,176.25,178.19,41344900.0,0.0,1.0,23.5811491138767,23.884790870151498,22.39199144076703,22.6384621550654,289414300.0
2008-05-22,179.18,181.33,172.0,177.05,43097700.0,0.0,1.0,22.76423844741354,23.037388981300914,21.852042710989668,22.493628848725123,301683900.0
2008-05-23,180.75,181.99,177.8,181.17,32389900.0,0.0,1.0,22.963701860531295,23.121239842866338,22.588913918685833,23.017061499709293,226729300.0
2008-05-27,182.8,186.43,181.84,186.43,28210900.0,0.0,1.0,23.224147718423907,23.685327457033747,23.102182828874195,23.685327457033747,197476300.0
2008-05-28,187.49,187.95,183.72,187.01,26570700.0,0.0,1.0,23.819997022578217,23.878438532154117,23.34103073757571,23.75901457780336,185994900.0
2008-05-29,186.93,188.2,185.5,186.69,23113800.0,0.0,1.0,23.748850837007552,23.91020022214102,23.567173970282465,23.718359614620123,161796600.0
2008-05-30,187.5,189.54,187.38,188.75,21792300.0,0.0,1.0,23.821267490177693,24.080442880470823,23.806021878983977,23.98007594011221,152546100.0
2008-06-02,188.5,189.65,184.53,186.1,24280000.0,0.0,1.0,23.948314250125307,24.094418024065064,23.443938613133277,23.64340202625103,169960000.0
2008-06-03,186.9,188.2,182.3354,185.37,26804300.0,0.0,1.0,23.745039434209126,23.91020022214102,23.165121793752242,23.550657891489273,187630100.0
2008-06-04,184.0,187.09,183.23,185.19,25963700.0,0.0,1.0,23.37660383036104,23.76917831859917,23.278777825201377,23.527789474698704,181745900.0
2008-06-05,186.25,189.84,185.7,189.43,26980200.0,0.0,1.0,23.662459040243174,24.11855690845511,23.592583322271985,24.06646773687659,188861400.0
2008-06-06,188.0,189.95,185.55,185.64,34515100.0,0.0,1.0,23.884790870151498,24.132532052049346,23.573526308279845,23.584960516675128,241605700.0
2008-06-09,184.92,184.94,175.75,181.61,67442600.0,0.0,1.0,23.493486849512845,23.4960277847118,22.328468060793224,23.072962074086245,472098200.0
2008-06-10,180.33,186.78,179.02,185.64,40747900.0,0.0,1.0,22.9103422213533,23.72979382301541,22.743910965821925,23.584960516675128,285235300.0
2008-06-11,184.34,186.0,179.59,180.81,34341100.0,0.0,1.0,23.419799728743232,23.63069735025627,22.816327618992062,22.97132466612815,240387700.0
2008-06-12,181.45,182.6,171.2,173.26,46726200.0,0.0,1.0,23.052634592494623,23.19873836643438,21.750405303031577,22.012121628523662,327083400.0
2008-06-13,171.5,174.16,165.31,172.37,48069900.0,0.0,1.0,21.788519331015863,22.126463712476514,21.00209988694013,21.89905001217029,336489300.0
2008-06-16,171.25,177.9,169.07,176.84,37561800.0,0.0,1.0,21.75675764102896,22.601618594680595,21.479795704343157,22.466949029136124,262932600.0
2008-06-17,178.17,181.99,177.41,181.43,32130600.0,0.0,1.0,22.63592121986645,23.121239842866338,22.53936568230626,23.050093657295673,224914200.0
2008-06-18,181.0,182.2,177.35,178.75,28981000.0,0.0,1.0,22.9954635505182,23.147919662455333,22.531742876709405,22.709608340636066,202867000.0
2008-06-19,178.48,182.34,176.8,180.9,28283900.0,0.0,1.0,22.67530571545021,23.165706208848004,22.46186715873822,22.982758874523437,197987300.0
2008-06-20,176.55,181.0,175.0,175.27,31727400.0,0.0,1.0,22.430105468751318,22.9954635505182,22.233182990832514,22.26748561601837,222091800.0
2008-06-23,174.78,175.88,171.56,173.16,23063600.0,0.0,1.0,22.205232703644036,22.344984139586412,21.79614213661272,21.9994169525289,161445200.0
2008-06-24,172.06,175.78,171.63,173.25,22212400.0,0.0,1.0,21.859665516586528,22.33227946359165,21.80503540980905,22.010851160924187,155486800.0
2008-06-25,174.5,178.83,173.88,177.39,23016100.0,0.0,1.0,22.169659610858705,22.719772081431877,22.090890619691184,22.53682474710731,161112700.0
2008-06-26,174.14,174.844,168.01,168.26,31057500.0,0.0,1.0,22.123922777277564,22.213363696280684,21.345126138798687,21.37688782878559,217402500.0
2008-06-27,166.44,170.57,164.15,170.09,37223200.0,0.0,1.0,21.145662725680932,21.67036584426458,20.854725645400897,21.609383399489726,260562400.0
2008-06-30,170.04,172.0,166.62,167.44,24435600.0,0.0,1.0,21.603031061492345,21.852042710989668,21.168531142471505,21.272709485628546,171049200.0
2008-07-01,164.05,174.72,164.0,174.68,39688600.0,0.0,1.0,20.842020969406136,22.19760989804718,20.835668631408755,22.192528027649278,277820200.0
2008-07-02,175.05,177.45,168.1788,168.18,29911400.0,0.0,1.0,22.239535328829895,22.544447552704167,21.366571631877846,21.366724087989784,209379800.0
2008-07-03,169.59,172.17,165.75,170.12,18691500.0,0.0,1.0,21.54586001951592,21.87364066018076,21.05800046131708,21.613194802288156,130840500.0
2008-07-07,173.0,177.13,171.9,175.16,29299700.0,0.0,1.0,21.979089470937282,22.50379258952093,21.83933803499491,22.25351047242413,205097900.0
2008-07-08,175.4,179.7,172.7401,179.55,31726800.0,0.0,1.0,22.284001694811558,22.8303027625863,21.9460700180269,22.81124574859416,222087600.0
2008-07-09,180.25,180.91,174.14,174.25,31992000.0,0.0,1.0,22.90017848055749,22.984029342122913,22.123922777277564,22.1378979208718,223944000.0
2008-07-10,174.91,177.34,171.37,176.63,30024600.0,0.0,1.0,22.221748782437228,22.53047240910993,21.772003252222675,22.44026920954712,210172200.0
2008-07-11,175.37,177.11,171.0,172.58,33214700.0,0.0,1.0,22.28019029201313,22.50125165432198,21.724995951042054,21.925729831759288,232502900.0
2008-07-14,175.37,179.3,173.08,173.88,31644800.0,0.0,1.0,22.28019029201313,22.779484058607256,21.989253211733093,22.090890619691184,221513600.0
2008-07-15,172.3,173.74,166.39,169.64,37144400.0,0.0,1.0,21.890156738973957,22.07310407329852,21.13931038768355,21.552212357513298,260010800.0
2008-07-16,170.08,172.93,168.6,172.81,26706800.0,0.0,1.0,21.60811293189025,21.97019619774095,21.42008372716778,21.954950586547238,186947600.0
2008-07-17,174.09,174.98,171.39,171.81,27054500.0,0.0,1.0,22.117570439280183,22.23064205563356,21.774544187421622,21.827903826599623,189381500.0
2008-07-18,168.21,169.65,165.0,165.15,31014800.0,0.0,1.0,21.37053549078821,21.553482825112777,20.96271539135637,20.98177240534851,217103600.0
2008-07-21,166.9,167.5,161.12,166.29,48588200.0,0.0,1.0,21.204104235256835,21.280332291225406,20.469773962759625,21.12660571168879,340117400.0
2008-07-22,148.9,162.76,146.53,162.02,67128300.0,0.0,1.0,18.917262556199777,20.67813064907371,18.61616173512393,20.58411604671248,469898100.0
2008-07-23,165.15,168.37,161.56,166.26,37920300.0,0.0,1.0,20.98177240534851,21.39086297237983,20.525674537136577,21.122794308890363,265442100.0
2008-07-24,164.3,165.26,158.45,159.03,29986400.0,0.0,1.0,20.87378265939304,20.99574754894275,20.130559113699494,20.20424623446911,209904800.0
2008-07-25,160.37,163.0,158.65,162.12,22629900.0,0.0,1.0,20.374488892798915,20.70862187146114,20.155968465689018,20.59682072270724,158409300.0
2008-07-28,162.18,162.47,154.02,154.4,27882600.0,0.0,1.0,20.6044435283041,20.641287088688905,19.567741967131564,19.616019735911657,195178200.0
2008-07-29,156.55,159.45,153.65,157.08,24431100.0,0.0,1.0,19.889170269799028,20.25760587364711,19.520734665950947,19.956505052571266,171017700.0
2008-07-30,157.71,160.49,156.08,159.88,25899400.0,0.0,1.0,20.03654451133826,20.389734503992628,19.829458292623652,20.312235980424582,181295800.0
2008-07-31,157.7,162.2,156.98,158.95,22767800.0,0.0,1.0,20.035274043738784,20.606984463503046,19.9438003765765,20.1940824936733,159374600.0
2008-08-01,159.94,159.99,155.75,156.66,19451400.0,0.0,1.0,20.31985878602144,20.326211124018823,19.787532861840937,19.903145413393265,136159800.0
2008-08-04,156.58,157.9,152.91,153.23,21161700.0,0.0,1.0,19.892981672597458,20.060683395728308,19.426720063589713,19.467375026772945,148131900.0
2008-08-05,155.5,160.8,154.82,160.64,24584700.0,0.0,1.0,19.755771171854033,20.42911899957639,19.669379375089655,20.408791517984767,172092900.0
2008-08-06,159.97,167.4,158.0,164.19,28264600.0,0.0,1.0,20.323670188819868,21.267627615230644,20.07338807172307,20.859807515798803,197852200.0
2008-08-07,162.89,166.15,161.5,163.57,24013300.0,0.0,1.0,20.6946467278669,21.108819165296126,20.518051731539718,20.78103852463128,168093100.0
2008-08-08,163.86,169.65,163.75,169.55,25499900.0,0.0,1.0,20.81788208501609,21.553482825112777,20.80390694142185,21.540778149118015,178499300.0
2008-08-11,170.07,176.5,169.67,173.56,31832300.0,0.0,1.0,21.60684246429077,22.423753130753934,21.556023760311728,22.050235656507947,222826100.0
2008-08-12,173.52,179.29,173.51,176.73,29867100.0,0.0,1.0,22.045153786110046,22.778213591007777,22.043883318510566,22.452973885541883,209069700.0
2008-08-13,177.98,180.0,175.9,179.3,30083800.0,0.0,1.0,22.611782335476402,22.868416790570585,22.347525074785366,22.779484058607256,210586600.0
2008-08-14,178.33,180.45,177.84,179.32,25403600.0,0.0,1.0,22.65624870145807,22.92558783254701,22.59399578908374,22.782024993806207,177825200.0
2008-08-15,179.04,179.75,175.05,175.74,25294700.0,0.0,1.0,22.746451901020873,22.83665510058368,22.239535328829895,22.32719759319375,177062900.0
2008-08-18,175.57,177.81,173.82,175.39,19714800.0,0.0,1.0,22.30559964400265,22.59018438628531,22.083267814094327,22.282731227212082,138003600.0
2008-08-19,174.54,177.07,171.81,173.53,22007300.0,0.0,1.0,22.17474148125661,22.496169783924074,21.827903826599623,22.04642425370952,154051100.0
2008-08-20,174.7725,176.94,173.61,175.84,18105400.0,0.0,1.0,22.20427985294443,22.479653705130882,22.056587994505332,22.33990226918851,126737800.0
2008-08-21,174.47,175.45,171.89,174.29,19276600.0,0.0,1.0,22.165848208060275,22.29035403280894,21.83806756739543,22.142979791269706,134936200.0
2008-08-22,175.82,177.5,175.57,176.79,15700400.0,0.0,1.0,22.337361333989556,22.550799890701548,22.30559964400265,22.46059669113874,109902800.0
2008-08-25,176.15,176.23,171.66,172.55,17300900.0,0.0,1.0,22.37928676477227,22.389450505568078,21.80884681260748,21.921918428960858,121106300.0
2008-08-26,172.76,174.88,172.6101,173.64,15912500.0,0.0,1.0,21.948598248549857,22.217937379638798,21.929553939233706,22.060399397303755,111387500.0
2008-08-27,173.31,175.76,172.1909,174.67,17063600.0,0.0,1.0,22.018473966521043,22.3297385283927,21.87629593746367,22.1912575600498,119445200.0
2008-08-28,175.28,176.25,172.75,173.74,15406600.0,0.0,1.0,22.268756083617845,22.39199144076703,21.94732778095038,22.07310407329852,107846200.0
2008-08-29,172.96,173.5,169.0401,169.53,21403200.0,0.0,1.0,21.97400760053938,22.04261285091109,21.475997006220727,21.53823721391906,149822400.0
2008-09-02,172.4,173.5,165.0,166.19,27884400.0,0.0,1.0,21.902861414968715,22.04261285091109,20.96271539135637,21.11390103569403,195190800.0
2008-09-03,166.84,168.68,164.0,166.96,26244100.0,0.0,1.0,21.19648142965998,21.43024746796359,20.835668631408755,21.211727040853695,183708700.0
2008-09-04,165.86,167.9125,160.81,161.22,26549500.0,0.0,1.0,21.07197560491132,21.332739079703796,20.430389467175864,20.482478638754387,185846500.0
2008-09-05,158.59,162.4,157.65,160.18,28103000.0,0.0,1.0,20.14834566009216,20.632393815492573,20.028921705741404,20.350350008408867,196721000.0
2008-09-08,164.57,164.89,151.4585,157.92,37356400.0,0.0,1.0,20.908085284578895,20.948740247762128,19.242311691525746,20.06322433092726,261494800.0
2008-09-09,156.86,159.96,149.79,151.68,44465200.0,0.0,1.0,19.92855476538279,20.322399721220393,19.030334172553154,19.270452548854145,311256400.0
2008-09-10,152.32,154.99,148.8,151.61,34755100.0,0.0,1.0,19.351762475220617,19.69097732428075,18.90455788020502,19.261559275657813,243285700.0
2008-09-11,148.18,152.99,146.0,152.65,34683400.0,0.0,1.0,18.825788889037497,19.436883804385523,18.548826952351696,19.393687906003333,242783800.0
2008-09-12,150.9099,150.9099,146.5,148.94,28322400.0,0.0,1.0,19.17261383901849,19.17261383901849,18.612350332325505,18.922344426597682,198256800.0
2008-09-15,142.03,147.69,140.36,140.36,32879800.0,0.0,1.0,18.044451315359666,18.763535976663164,17.832283226247153,17.832283226247153,230158600.0
2008-09-16,133.86,142.5,132.15,139.88,42851300.0,0.0,1.0,17.00647928658766,18.104163292535045,16.789229327077237,17.771300781472295,299959100.0
2008-09-17,138.49,138.51,127.83,127.83,42873400.0,0.0,1.0,17.594705785145113,17.597246720344064,16.240387324103544,16.240387324103544,300113800.0
2008-09-18,130.57,140.0,120.68,134.09,59866200.0,0.0,1.0,16.588495446360007,17.78654639266601,15.332002990478102,17.03570004137561,419063400.0
2008-09-19,142.6,144.2,136.31,140.91,51102700.0,0.0,1.0,18.116867968529807,18.320142784445988,17.317743848459312,17.90215894421834,357718900.0
2008-09-22,139.94,140.25,130.66,131.05,30596900.0,0.0,1.0,17.77892358706915,17.818308082652912,16.599929654755293,16.649477891134865,214178300.0
2008-09-23,131.85,135.8,126.66,126.84,45727300.0,0.0,1.0,16.75111529909295,17.25295000088603,16.091742614964833,16.114611031755405,320091100.0
