,Date,Numbers of Stocks,declining,advancing,dec_vol,adv_vol,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,TRIM,future,mAvg,TRIM_Prev
46,2015-02-20,1009.0,1009.0,2143.0,1034511118.0,2174659473.0,2095.5,2108.0,2082.5,2107.3,11.8,2107.1,6043.0,143633.0,0.01030385234128506,2107.3,-0.03589545767998647,0.3206432235317778
47,2015-02-23,1590.0,1590.0,1565.0,1945429873.0,1060796639.0,2107.2,2107.5,2100.0,2106.5,0.4,2106.7,4184.0,145803.0,0.5906146027252469,2106.5,0.012062668139321763,0.01030385234128506
48,2015-02-24,1212.0,1212.0,1949.0,1194620487.0,1940233373.0,2106.3,2115.5,2103.0,2113.5,7.0,2113.7,2549.0,148874.0,-0.009935177480308295,2113.5,0.019592629653803293,0.5906146027252469
49,2015-02-25,1412.0,1412.0,1737.0,1493987320.0,1724115430.0,2113.5,2117.3,2107.5,2110.4,3.5,2110.2,2985.0,148522.0,0.0638868228235505,2110.4,0.000541447320182747,-0.009935177480308295
50,2015-02-26,1694.0,1694.0,1452.0,2152871813.0,1129547250.0,2110.2,2114.7,2101.5,2109.8,0.3,2109.9,3864.0,148734.0,0.4908351092790887,2109.8,0.0331977198742667,0.0638868228235505
51,2015-02-27,1530.0,1530.0,1621.0,1856817706.0,1541155135.0,2109.3,2110.7,2102.0,2105.3,7.1,2102.8,6635.0,148470.0,0.2441073961295481,2105.3,0.029386232450043407,0.4908351092790887
52,2015-03-02,1255.0,1255.0,1905.0,1552691657.0,1807717682.0,2104.0,2115.3,2100.8,2114.5,11.1,2113.9,4584.0,150591.0,0.26527131332350257,2114.5,-0.010286324452875058,0.2441073961295481
53,2015-03-03,1856.0,1856.0,1297.0,1895035750.0,1278543196.0,2114.4,2114.4,2095.5,2104.8,9.1,2104.8,7583.0,151190.0,0.035146673115221634,2104.8,-0.024497784099325636,0.26527131332350257
54,2015-03-04,1923.0,1923.0,1208.0,2271877503.0,1023123947.0,2104.2,2104.2,2085.5,2096.6,8.3,2096.5,10864.0,154782.0,0.3328255764352938,2096.6,-0.01850040230534357,0.035146673115221634
55,2015-03-05,1399.0,1399.0,1701.0,1553684359.0,1461766929.0,2096.4,2103.5,2093.7,2099.5,3.2,2099.7,5430.0,160855.0,0.2564418045282024,2099.5,0.015675104868062187,0.3328255764352938
56,2015-03-06,2714.0,2714.0,488.0,3149311179.0,668320774.0,2099.6,2102.9,2066.0,2070.7,28.9,2070.8,17821.0,162788.0,-0.16569265884385884,2070.7,0.03766810068490564,0.2564418045282024
57,2015-03-09,1493.0,1493.0,1657.0,1775611231.0,1483352143.0,2072.9,2082.3,2066.2,2077.7,6.9,2077.7,7143.0,171974.0,0.284061450927167,2077.7,0.04974739185635906,-0.16569265884385884
58,2015-03-10,2320.0,2320.0,863.0,3142168365.0,450076193.0,2077.6,2077.9,2041.5,2042.0,35.8,2041.9,18057.0,173502.0,0.954343742889482,2042.0,0.10686960345290375,0.284061450927167
59,2015-03-11,1343.0,1343.0,1799.0,1339073987.0,1990729687.0,2044.1,2052.1,2038.5,2039.2,2.4,2039.5,11419.0,177913.0,-0.10419789038698804,2039.2,0.11746267011501059,0.954343742889482
60,2015-03-12,860.0,860.0,2295.0,961063200.0,2385852002.0,2037.5,2066.2,2037.5,2064.0,24.5,2064.0,20410.0,178451.0,0.07228433181056833,2064.0,0.12464205281680481,-0.10419789038698804
61,2015-03-13,2169.0,2169.0,954.0,2423781111.0,869926147.0,2062.0,2064.1,2041.0,2049.0,14.2,2049.8,30724.0,169790.0,0.20331788345103627,2049.0,0.14116650174653284,0.07228433181056833
62,2015-03-16,1126.0,1126.0,2034.0,782068814.0,2407581827.0,2063.5,2081.0,2062.5,2077.0,26.7,2076.5,44177.0,158472.0,-0.533102629439279,2077.0,0.11084616531116948,0.20331788345103627
63,2015-03-17,1658.0,1658.0,1489.0,1676587299.0,1448564047.0,2070.0,2077.0,2066.0,2074.0,2.1,2074.4,38939.0,137992.0,0.03868030139600713,2074.0,0.13102147274380468,-0.533102629439279
64,2015-03-18,585.0,585.0,2602.0,664127994.0,3404556213.0,2068.8,2107.0,2062.0,2101.2,26.1,2100.5,25855.0,119308.0,-0.14197117137970008,2101.2,0.13085682260018927,0.03868030139600713
65,2015-03-19,2024.0,2024.0,1117.0,2411976908.0,821194384.0,2095.5,2097.0,2085.5,2090.0,10.1,2090.4,7086.0,113247.0,0.4830129063165472,2090.0,0.17718506313009097,-0.14197117137970008
66,2015-03-20,655.0,655.0,2506.0,836893542.0,4226063436.0,2078.6,2106.3,2078.0,2099.0,17.6,2099.2,8348.0,105407.0,-0.2775214366915876,2099.0,0.15515254667280926,0.4830129063165472
67,2015-03-23,1319.0,1319.0,1809.0,1241074660.0,1937932621.0,2099.3,2106.7,2093.6,2095.0,4.4,2094.8,2359.0,103873.0,-0.12974374732712146,2095.0,0.13468041163376837,-0.2775214366915876
68,2015-03-24,1752.0,1752.0,1384.0,1974375231.0,1144029210.0,2095.4,2100.8,2083.0,2085.0,9.9,2084.9,2525.0,103019.0,0.3099154484061117,2085.0,0.14829912054580593,-0.12974374732712146
69,2015-03-25,2301.0,2301.0,842.0,2539642394.0,869566408.0,2085.2,2089.0,2052.5,2053.2,31.1,2053.8,12028.0,102549.0,0.06646477873791336,2053.2,0.1244741285463817,0.3099154484061117
70,2015-03-26,1895.0,1895.0,1219.0,2193627363.0,1244731157.0,2055.1,2058.5,2033.3,2048.5,5.3,2048.5,8675.0,104039.0,0.12544894728211428,2048.5,0.13062795239921907,0.06646477873791336
71,2015-03-27,1244.0,1244.0,1882.0,1534568407.0,1372453278.0,2050.2,2057.5,2041.5,2052.8,4.1,2052.6,3897.0,101652.0,0.525652367979962,2052.8,0.15161729536087415,0.12544894728211428
72,2015-03-30,822.0,822.0,2337.0,491755181.0,2378132477.0,2052.9,2081.5,2047.6,2075.5,23.0,2075.6,2378.0,102055.0,-0.5312068525809677,2075.5,0.10516084254905342,0.525652367979962
73,2015-03-31,1846.0,1846.0,1295.0,2185419752.0,1092810946.0,2076.6,2076.8,2056.5,2059.0,14.8,2060.8,3867.0,101311.0,0.33854424909118136,2059.0,0.1094534267745822,-0.5312068525809677
74,2015-04-01,1471.0,1471.0,1654.0,1601644336.0,1854885723.0,2057.8,2060.8,2036.7,2053.0,7.7,2053.1,6065.0,102181.0,-0.029538122814437368,2053.0,0.09605299785922129,0.33854424909118136
75,2015-04-02,1132.0,1132.0,2004.0,707862459.0,2317795492.0,2056.0,2064.5,2044.4,2059.8,6.4,2059.5,1731.0,107457.0,-0.6149627826366776,2059.8,0.06650256805231679,-0.029538122814437368
76,2015-04-06,882.0,882.0,2248.0,759985145.0,2472429258.0,2039.9,2079.5,2039.3,2073.5,13.7,2073.2,6491.0,107266.0,-0.24405340951724586,2073.5,0.04028079596356499,-0.6149627826366776
77,2015-04-07,1736.0,1736.0,1403.0,1666136529.0,1317652174.0,2071.6,2082.5,2066.3,2068.0,5.4,2067.8,4131.0,107881.0,0.021685178598341487,2068.0,0.029610040239480405,-0.24405340951724586
78,2015-04-08,1234.0,1234.0,1891.0,1332822578.0,1835272231.0,2069.4,2080.0,2064.8,2075.7,8.1,2075.9,3155.0,108968.0,0.1069509714847456,2075.7,0.042002932527144245,0.021685178598341487
79,2015-04-09,1544.0,1544.0,1566.0,1306052839.0,1794418305.0,2077.0,2086.5,2067.0,2085.7,9.8,2085.7,5015.0,108486.0,-0.3035232706990725,2085.7,0.015294536089587906,0.1069509714847456
80,2015-04-10,1246.0,1246.0,1860.0,1026982497.0,2017615349.0,2085.5,2096.1,2083.4,2095.2,9.8,2095.5,2914.0,110339.0,-0.2746533384353037,2095.2,-0.040568967606993266,-0.3035232706990725
81,2015-04-13,1945.0,1945.0,1178.0,1721609693.0,1119311766.0,2095.5,2101.0,2085.2,2086.3,9.0,2086.5,3734.0,110376.0,-0.07089817242877308,2086.3,-0.03905534406343804,-0.2746533384353037
82,2015-04-14,1181.0,1181.0,1965.0,1027741138.0,2214589278.0,2087.1,2092.7,2076.0,2091.0,4.4,2090.9,3793.0,109309.0,-0.2585729266186427,2091.0,-0.054094310355674906,-0.07089817242877308
83,2015-04-15,1046.0,1046.0,2085.0,1227132218.0,2720531865.0,2090.2,2105.1,2087.5,2099.7,8.9,2099.8,3787.0,109878.0,-0.10635199313302657,2099.7,-0.06817021383676868,-0.2585729266186427
84,2015-04-16,1748.0,1748.0,1378.0,2048774568.0,1332320000.0,2101.4,2104.2,2089.3,2101.2,1.0,2100.8,3647.0,109959.0,0.1924809545590108,2101.2,-0.03518914183684641,-0.10635199313302657
85,2015-04-17,2510.0,2510.0,629.0,2880367466.0,658451804.0,2101.3,2101.5,2064.7,2075.8,25.3,2075.5,14499.0,109700.0,0.09187505400638864,2075.8,-0.03277119853637452,0.1924809545590108
86,2015-04-20,922.0,922.0,2189.0,988722189.0,1900166626.0,2081.1,2097.5,2078.8,2091.0,15.5,2091.0,4326.0,113289.0,0.21137140601488769,2091.0,-0.01671017229116599,0.09187505400638864
87,2015-04-21,1543.0,1543.0,1578.0,1989075785.0,1200133435.0,2089.9,2105.1,2087.7,2091.3,15.5,2091.0,4993.0,113978.0,0.5276670038044765,2091.3,-0.014680440587169202,0.21137140601488769
88,2015-04-22,1294.0,1294.0,1782.0,952020370.0,2317809653.0,2091.9,2103.3,2080.3,2101.0,9.2,2100.2,4225.0,113645.0,-0.5697933390256049,2101.0,-0.027965527056897258,0.5276670038044765
89,2015-04-23,1006.0,1006.0,2086.0,1312014973.0,2255775180.0,2099.6,2114.2,2087.8,2107.0,6.7,2106.9,5907.0,115707.0,0.18733671329069307,2107.0,-0.0135527788469966,-0.5697933390256049
90,2015-04-24,1523.0,1523.0,1582.0,1615630934.0,1670620649.0,2106.4,2114.5,2103.4,2111.5,4.8,2111.7,1812.0,116796.0,0.004538143529221765,2111.5,-0.02743356543230978,0.18733671329069307
91,2015-04-27,1975.0,1975.0,1158.0,1990479306.0,1353650508.0,2112.7,2119.0,2100.3,2104.5,7.0,2104.7,2801.0,115712.0,-0.14830357518437345,2104.5,-0.03719576333786827,0.004538143529221765
92,2015-04-28,1162.0,1162.0,1966.0,1314969227.0,2145039947.0,2104.0,2112.3,2088.7,2112.0,7.3,2112.0,3432.0,115936.0,0.036513451613658786,2112.0,-0.04123828586825261,-0.14830357518437345
93,2015-04-29,2072.0,2072.0,1065.0,2213278561.0,1782243442.0,2110.7,2112.3,2090.8,2098.6,13.0,2099.0,6942.0,117114.0,-0.4489375286483317,2098.6,-0.08553782662408414,0.036513451613658786
94,2015-04-30,2407.0,2407.0,740.0,3100162972.0,1284856989.0,2097.6,2101.6,2070.8,2081.0,20.1,2078.9,12071.0,118276.0,-0.29867898940938903,2081.0,-0.0749683782981033,-0.4489375286483317
95,2015-05-01,1242.0,1242.0,1899.0,981332091.0,2336498266.0,2081.0,2102.5,2080.9,2101.7,22.7,2101.6,4107.0,119018.0,-0.4428932464704888,2101.7,-0.11048826445999738,-0.29867898940938903
96,2015-05-04,1343.0,1343.0,1792.0,1168390896.0,1860565766.0,2101.5,2114.5,2098.1,2109.7,7.7,2109.3,5804.0,119431.0,-0.17682672008138384,2109.7,-0.11718320069940404,-0.4428932464704888
97,2015-05-05,2504.0,2504.0,647.0,2932421827.0,780963703.0,2108.8,2111.3,2081.9,2084.3,25.3,2084.0,5986.0,119299.0,-0.03024318873395806,2084.3,-0.09060503734018953,-0.17682672008138384
98,2015-05-06,2137.0,2137.0,1028.0,2470329939.0,1234849411.0,2086.0,2093.0,2062.0,2074.5,9.8,2074.2,10213.0,118902.0,-0.03838511727484056,2074.5,-0.08125647860189837,-0.03024318873395806
99,2015-05-07,1318.0,1318.0,1816.0,1601902071.0,2001635891.0,2074.7,2088.0,2057.3,2084.7,10.0,2084.2,6737.0,122504.0,0.09774776993817956,2084.7,-0.07779908808645118,-0.03838511727484056
100,2015-05-08,632.0,632.0,2525.0,506002070.0,2828078365.0,2084.5,2113.5,2084.3,2108.5,24.2,2108.4,14979.0,123326.0,-0.3357050292777855,2108.5,-0.09791981539383897,0.09774776993817956
101,2015-05-11,2035.0,2035.0,1115.0,1863211221.0,1067070149.0,2108.9,2113.0,2096.0,2098.0,10.6,2097.8,3856.0,119375.0,-0.04425666627911581,2098.0,-0.08613496973838639,-0.3357050292777855
102,2015-05-12,1709.0,1709.0,1414.0,1751269362.0,1306735869.0,2098.3,2100.7,2079.7,2095.0,2.8,2095.0,6483.0,119907.0,0.1033227133504058,2095.0,-0.06895424011176322,-0.04425666627911581
103,2015-05-13,1391.0,1391.0,1753.0,1505978907.0,1762331610.0,2096.0,2106.2,2091.8,2094.5,0.5,2094.5,7610.0,121328.0,0.0741111055868357,2094.5,-0.06236290929287191,0.1033227133504058
104,2015-05-14,767.0,767.0,2380.0,1026971449.0,2107804806.0,2096.0,2118.0,2092.2,2117.5,23.1,2117.6,6988.0,123818.0,0.4133360658511872,2117.5,-0.031821591453334186,0.0741111055868357
105,2015-05-15,1320.0,1320.0,1797.0,1283701392.0,1722474876.0,2117.1,2122.7,2113.5,2119.0,1.3,2118.9,4186.0,124352.0,0.014472350653988927,2119.0,-0.026329575826651665,0.4133360658511872
106,2015-05-18,1375.0,1375.0,1768.0,1239196084.0,1572297740.0,2118.9,2128.5,2112.5,2126.0,7.0,2125.9,2635.0,126279.0,0.013320005000816098,2126.0,-0.034473255352024154,0.014472350653988927
107,2015-05-19,1879.0,1879.0,1265.0,1996839773.0,1206281961.0,2126.2,2133.7,2121.8,2124.5,1.3,2124.6,4661.0,126840.0,0.1083553496263052,2124.5,-0.03372415100566431,0.013320005000816098
108,2015-05-20,1491.0,1491.0,1607.0,1465432608.0,1459395079.0,2124.0,2132.0,2119.5,2122.2,2.1,2122.5,2586.0,127595.0,0.07905052500376472,2122.2,-0.039738736506169894,0.1083553496263052
109,2015-05-21,1394.0,1394.0,1730.0,1170076247.0,1845594962.0,2120.0,2131.5,2115.3,2128.5,5.5,2128.0,1842.0,126505.0,-0.2397886869043716,2128.5,-0.07462308608384481,0.07905052500376472
110,2015-05-22,1947.0,1947.0,1144.0,1618692225.0,885400607.0,2129.0,2130.6,2122.8,2125.0,3.4,2124.6,1368.0,125502.0,0.07157479439510554,2125.0,-0.04546998911017615,-0.2397886869043716
111,2015-05-26,2506.0,2506.0,666.0,2811662629.0,448272486.0,2123.7,2126.7,2096.2,2105.2,19.7,2104.9,8861.0,125223.0,0.5109765301569242,2105.2,-0.030759088343529282,0.07157479439510554
112,2015-05-27,837.0,837.0,2316.0,829605097.0,2212472335.0,2103.4,2124.0,2101.3,2120.5,16.0,2120.9,5850.0,126251.0,0.036856696175530106,2120.5,-0.029290063223242537,0.5109765301569242
113,2015-05-28,1808.0,1808.0,1308.0,1734186128.0,1134543498.0,2121.4,2122.5,2110.5,2122.0,0.8,2121.7,3094.0,128120.0,0.10058583829437476,2122.0,-0.017976908065117623,0.036856696175530106
114,2015-05-29,2142.0,2142.0,990.0,2646267029.0,1094468744.0,2121.6,2122.7,2102.5,2107.8,15.7,2106.0,4993.0,128017.0,0.11109059047034876,2107.8,-0.01458703811708626,0.10058583829437476
115,2015-06-01,1466.0,1466.0,1668.0,1408844548.0,1525312764.0,2105.8,2117.5,2100.2,2109.5,3.2,2109.2,3403.0,126970.0,0.049658119231345166,2109.5,0.008076400422899054,0.11109059047034876
116,2015-06-02,1439.0,1439.0,1699.0,1100021769.0,1862684681.0,2111.4,2115.7,2094.7,2106.7,2.5,2106.7,4170.0,127314.0,-0.36059743954661216,2106.7,0.005261925416661637,0.049658119231345166
117,2015-06-03,1552.0,1552.0,1586.0,1430325413.0,1561919570.0,2107.0,2120.5,2107.0,2116.5,9.3,2116.0,5012.0,126222.0,-0.06634287704070845,2116.5,0.02237785129983347,-0.36059743954661216
118,2015-06-04,2412.0,2412.0,721.0,2634043515.0,511687224.0,2115.6,2116.2,2091.5,2098.8,17.1,2098.9,12714.0,126180.0,0.4309894343609735,2098.8,0.05000585831994062,-0.06634287704070845
119,2015-06-05,1671.0,1671.0,1481.0,1479682944.0,1715584777.0,2099.0,2102.5,2084.0,2092.3,6.7,2092.2,6812.0,134894.0,-0.2686308768692212,2092.3,0.0391700543137923,0.4309894343609735
120,2015-06-08,2191.0,2191.0,931.0,2062744421.0,779610709.0,2092.0,2093.2,2076.3,2078.8,14.0,2078.2,4095.0,139423.0,0.11714385194991896,2078.8,0.04623955291491773,-0.2686308768692212
121,2015-06-09,2011.0,2011.0,1107.0,1588623509.0,1337717852.0,2080.7,2084.5,2068.9,2080.3,1.9,2080.1,10967.0,140427.0,-0.4250755999163619,2080.3,0.022474854285165845,0.11714385194991896
122,2015-06-10,892.0,892.0,2256.0,594654395.0,2722248398.0,2081.0,2107.5,2080.3,2106.5,26.8,2106.9,13849.0,140956.0,-0.5933505666561127,2106.5,0.010763693495241878,-0.4250755999163619
123,2015-06-11,1227.0,1227.0,1928.0,1392697860.0,1652035107.0,2104.0,2114.0,2103.5,2108.5,2.3,2109.2,26294.0,141985.0,0.2811458768680572,2108.5,0.025554718183749745,-0.5933505666561127
124,2015-06-12,2009.0,2009.0,1111.0,1927884683.0,673418409.0,2100.0,2102.0,2090.5,2093.3,16.1,2093.1,29522.0,130167.0,0.4594352427387506,2093.3,0.04174165133776542,0.2811458768680572
125,2015-06-15,2024.0,2024.0,1125.0,2200026816.0,770116598.0,2080.0,2086.7,2073.0,2084.5,9.1,2084.0,41555.0,122409.0,0.4623901832361941,2084.5,0.05939070032182716,0.4594352427387506
126,2015-06-16,1140.0,1140.0,1994.0,952818853.0,1852607383.0,2083.0,2097.5,2082.5,2096.5,13.4,2097.4,33169.0,100782.0,-0.1058101080996428,2096.5,0.0357931469604258,0.4623901832361941
127,2015-06-17,1491.0,1491.0,1655.0,1276132446.0,1850374315.0,2100.5,2106.9,2089.0,2098.0,0.1,2097.5,20160.0,87641.0,-0.26720000066817384,2098.0,0.022989858263963856,-0.1058101080996428
